City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,kirakira,-10.4544,161.9205,30.77,63,17,3.46,SB,1712887560
300,korla,41.7597,86.1469,17.67,26,13,0.9,CN,1712887561
301,oyama,36.3,139.8,18.1,46,60,1.57,JP,1712887562
302,coquimbo,-29.9533,-71.3436,13.85,88,100,1.54,CL,1712887563
303,sinabang,2.4803,96.3801,28.71,76,63,1.46,ID,1712887564
304,howard springs,-12.497,131.047,28.95,68,100,3.15,AU,1712887566
305,west island,-12.1568,96.8225,27.99,78,40,4.12,CC,1712887509
306,mogadishu,2.0371,45.3438,28.78,73,31,3.53,SO,1712887308
307,ke-macina,13.9623,-5.3572,33.58,25,76,2.45,ML,1712887569
308,aldinga beach,-35.2793,138.4604,18.75,52,1,3.15,AU,1712887570
309,qui nhon,13.7667,109.2333,29.13,67,97,2.46,VN,1712887571
310,marsh harbour,26.5412,-77.0636,24.04,89,99,9.21,BS,1712887572
311,kupino,54.3663,77.2981,-1.75,64,9,1.63,RU,1712887574
312,constantia,44.1833,28.65,16.5,75,38,3.55,RO,1712887446
313,fort st. john,56.2499,-120.8529,9.94,37,100,3.6,CA,1712887577
314,bontang,0.1333,117.5,28.57,73,100,4.79,ID,1712887578
315,zima,53.9202,102.0442,2.71,93,100,1.46,RU,1712887579
316,lisala,2.15,21.5167,22.3,84,100,1.0,CD,1712887580
317,mutuali,-14.8706,37.0044,21.06,94,100,1.14,MZ,1712887582
318,khorixas,-20.3667,14.9667,25.0,46,75,2.24,NA,1712887583
319,jijel,36.8205,5.7667,8.97,93,0,1.03,DZ,1712887585
320,aasiaat,68.7098,-52.8699,-8.13,96,99,2.61,GL,1712887586
321,ataq,14.5377,46.8319,20.46,69,60,4.61,YE,1712887587
322,bafq,31.6128,55.4107,16.72,38,0,7.08,IR,1712887588
323,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,1712887589
324,novosmolinskiy,56.2841,43.0507,6.97,80,41,3.03,RU,1712887590
325,shenzhen,22.5455,114.0683,28.51,79,45,2.13,CN,1712887591
326,boende,-0.2167,20.8667,22.45,98,99,1.22,CD,1712887592
327,al bawiti,28.3492,28.8659,16.38,50,0,3.29,EG,1712887593
328,harriman,35.934,-84.5524,13.35,81,100,4.12,US,1712887595
329,hithadhoo,-0.6,73.0833,28.3,76,78,2.93,MV,1712887596
330,san angelo,31.4638,-100.437,21.9,25,0,3.6,US,1712887597
331,tubod,8.0555,123.7904,35.56,45,100,1.35,PH,1712887598
332,tindouf,27.6711,-8.1474,23.25,11,3,1.03,DZ,1712887599
333,kismayo,-0.3582,42.5454,28.83,76,97,3.05,SO,1712887600
334,punta cana,18.5818,-68.4043,26.87,78,75,5.66,DO,1712887601
335,sao felix do xingu,-6.6447,-51.995,23.58,97,99,0.45,BR,1712887602
336,schwendi,48.1833,9.9667,5.65,85,20,1.03,DE,1712887603
337,ugento,39.9263,18.1574,13.03,74,100,4.14,IT,1712887604
338,jiwani,25.05,61.7417,25.99,82,96,3.42,PK,1712887605
339,pisco,-13.7,-76.2167,22.03,83,0,3.6,PE,1712887606
340,fundacion,10.5207,-74.185,29.09,64,44,1.55,CO,1712887607
341,gizo,-8.103,156.8419,29.03,75,88,2.93,SB,1712887608
342,kiffa,16.6166,-11.4045,33.28,14,97,3.96,MR,1712887609
343,kzyltu,53.6364,72.3414,0.07,76,57,2.0,KZ,1712887609
344,colonia,50.9333,6.95,14.36,81,75,3.09,DE,1712887495
345,tortosa,40.8125,0.5216,11.25,48,1,1.31,ES,1712887484
346,port isabel,26.0734,-97.2086,22.79,66,0,3.09,US,1712887504
347,port saint john's,-31.6229,29.5448,14.92,65,4,5.76,ZA,1712887613
348,necochea,-38.5473,-58.7368,9.67,71,100,2.56,AR,1712887579
349,puerto gaitan,4.3133,-72.0816,31.31,40,69,2.98,CO,1712887615
350,kyzyl-mazhalyk,51.1333,90.6,4.39,54,100,1.79,RU,1712887616
351,grand baie,-20.0182,57.5802,25.81,90,90,1.34,MU,1712887617
352,qionghai,19.2425,110.4642,29.85,63,26,4.55,CN,1712887620
353,sabang,5.8933,95.3214,29.52,75,86,7.63,ID,1712887608
354,zhengjiatun,43.5064,123.5064,18.02,50,97,11.95,CN,1712887623
355,pariaman,-0.619,100.12,30.03,68,50,1.45,ID,1712887624
356,tuskegee,32.424,-85.6916,13.41,100,42,3.54,US,1712887625
357,ploudalmezeau,48.5333,-4.65,11.27,88,0,4.12,FR,1712887626
358,fort bragg,35.139,-79.006,22.33,87,100,7.72,US,1712887627
359,fortuna,40.5982,-124.1573,12.18,83,100,3.6,US,1712887628
360,palu,-0.8917,119.8707,26.2,94,100,0.98,ID,1712887504
361,myslowice,50.2075,19.1667,7.28,62,71,0.8,PL,1712887630
362,mount isa,-20.7333,139.5,26.87,26,2,4.63,AU,1712887631
363,soledad de graciano sanchez,22.2,-100.95,15.9,39,40,5.66,MX,1712887633
364,charleston,32.7766,-79.9309,21.23,80,20,7.2,US,1712887350
365,belyy yar,53.6039,91.3903,-2.06,93,75,5.0,RU,1712887041
366,sola,-13.8833,167.55,28.4,79,76,4.18,VU,1712887636
367,llanes,43.4198,-4.7549,16.31,74,55,1.99,ES,1712887637
368,gutao,37.2025,112.1781,22.18,29,0,3.91,CN,1712887638
369,egilsstadir,65.2653,-14.3948,-0.03,94,96,2.28,IS,1712887638
370,okhotsk,59.3833,143.3,-1.53,93,60,0.82,RU,1712887639
371,primero de enero,21.9469,-78.4283,25.58,79,56,2.48,CU,1712887578
372,knyaze-volkonskoye,48.4642,135.4567,15.19,48,54,4.02,RU,1712887642
373,pomichna,48.2422,31.4158,14.14,67,100,4.92,UA,1712887643
374,yuzhno-kurilsk,44.0306,145.8556,4.65,76,100,4.4,RU,1712887644
375,temirlanovka,42.5994,69.2633,15.77,67,100,5.06,KZ,1712887645
376,nova sintra,14.8667,-24.7167,22.56,77,9,5.66,CV,1712887646
377,arar,30.9753,41.0381,16.01,41,0,2.06,SA,1712887647
378,edea,3.8,10.1333,24.71,98,100,0.89,CM,1712887648
379,jiagedaqi,50.4167,124.1167,12.74,55,100,3.14,CN,1712887649
380,san luis de la loma,17.2706,-100.8939,25.45,76,3,1.25,MX,1712887650
381,tongzhou,39.9053,116.5994,18.06,77,40,3.0,CN,1712887420
382,odienne,9.51,-7.5692,26.87,63,73,1.93,CI,1712887652
383,vila velha,-20.3297,-40.2925,26.08,88,75,2.06,BR,1712887189
384,angaur state,6.906,134.13,28.14,76,100,5.49,PW,1712887654
385,lae,-6.7221,146.9847,28.67,67,56,3.73,PG,1712887654
386,enewetak,11.3474,162.3373,26.86,80,73,8.82,MH,1712887655
387,keflavik,64.0049,-22.5624,3.26,100,75,5.66,IS,1712887656
388,markovo,57.3206,107.0881,-0.06,78,98,1.73,RU,1712887657
389,plouzane,48.3833,-4.6167,11.05,87,0,4.12,FR,1712887658
390,ulsteinvik,62.3432,5.8487,10.5,88,100,6.72,NO,1712887659
391,zalanga,10.6143,10.1765,24.98,11,92,1.56,NG,1712887661
392,maues,-3.3836,-57.7186,25.03,98,91,0.92,BR,1712887612
393,lompoc,34.6391,-120.4579,22.23,78,0,3.09,US,1712887662
394,lensk,60.7253,114.9278,-11.34,80,100,1.75,RU,1712887536
395,palmaner,13.2,78.75,23.37,83,100,5.46,IN,1712887664
396,ungsang-nodongjagu,42.3578,130.4622,9.14,67,12,3.12,KP,1712887665
397,saldanha,-33.0117,17.9442,14.23,64,7,4.58,ZA,1712887666
398,pasuquin,18.3328,120.6177,30.49,61,1,4.01,PH,1712887667
399,hilo,19.7297,-155.09,22.57,99,100,1.34,US,1712887668
400,dawson creek,55.7666,-120.2362,7.14,52,100,2.39,CA,1712887669
401,san cristobal,7.7669,-72.225,26.1,63,54,0.64,VE,1712887418
402,lepsy,46.235,78.9456,2.14,93,100,3.94,KZ,1712887671
403,taipei,25.0478,121.5319,29.07,79,75,2.06,TW,1712887503
404,iquitos,-3.7481,-73.2472,26.02,94,75,0.0,PE,1712887673
405,rongelap,11.1635,166.8941,26.78,76,100,8.66,MH,1712887674
406,phan rang-thap cham,11.5667,108.9833,32.23,51,93,3.88,VN,1712887675
407,puerto colombia,10.9878,-74.9547,28.05,83,5,9.72,CO,1712887678
408,castel di sangro,41.7737,14.1035,11.76,64,90,3.0,IT,1712887679
409,moussoro,13.6408,16.4901,28.62,10,44,6.89,TD,1712887681
410,souillac,-20.5167,57.5167,24.21,94,75,4.63,MU,1712887683
411,el granada,37.5027,-122.4694,21.56,78,0,9.77,US,1712887684
412,dong ha,16.8163,107.1003,29.74,60,100,2.16,VN,1712887685
413,pizarro,4.9533,-77.366,26.28,86,76,1.59,CO,1712887689
414,lucea,18.451,-78.1736,27.7,82,90,3.12,JM,1712887690
415,walvis bay,-22.9575,14.5053,16.57,83,65,1.65,NA,1712887692
416,borba,-4.3878,-59.5939,24.42,98,94,0.25,BR,1712887693
417,pontes e lacerda,-15.2261,-59.3353,23.87,96,100,1.2,BR,1712887424
418,hythe,50.86,-1.4016,10.59,95,100,1.34,GB,1712887695
419,carnarvon,-24.8667,113.6333,24.62,48,0,4.93,AU,1712887607
420,ujae,8.9322,165.7642,27.48,74,77,9.18,MH,1712887698
421,kapuvar,47.5922,17.0289,9.97,79,11,4.04,HU,1712887699
422,yaren,-0.5472,166.916,28.42,78,99,3.2,NR,1712887700
423,castanos,26.7833,-101.4167,24.95,12,100,4.55,MX,1712887701
424,kawambwa,-9.7915,29.0791,17.29,96,80,1.62,ZM,1712887702
425,drean,36.6848,7.7511,10.86,93,40,2.06,DZ,1712887706
426,morondava,-20.2833,44.2833,24.02,77,58,5.94,MG,1712887707
427,hiratacho,35.4333,132.8167,18.88,59,98,2.52,JP,1712887708
428,stephenville,32.2207,-98.2023,18.07,39,0,0.0,US,1712887709
429,waingapu,-9.6567,120.2641,28.74,66,35,4.84,ID,1712887712
430,siddipet,18.1,78.85,25.04,72,92,5.83,IN,1712887713
431,crane,31.3974,-102.3501,22.02,18,0,5.63,US,1712887714
432,loa janan,-0.583,117.095,28.17,81,98,1.35,ID,1712887715
433,nova vicosa,-17.8919,-39.3719,26.17,82,0,3.05,BR,1712887654
434,ust'-uda,54.1742,103.0304,4.56,69,98,1.44,RU,1712887717
435,pangoa,-12.1167,-73.0,21.74,98,100,1.17,PE,1712887718
436,dabakala,8.3667,-4.4333,26.1,80,100,1.51,CI,1712887719
437,garissa,-0.4536,39.6401,26.42,82,100,3.83,KE,1712887720
438,inari,68.906,27.0288,1.11,96,44,1.42,FI,1712887722
439,argo,37.6333,22.7333,16.82,47,78,3.24,GR,1712887723
440,bonthe,7.5264,-12.505,25.55,85,94,2.39,SL,1712887724
441,nishinoomote,30.7333,131.0,18.89,77,100,8.22,JP,1712887725
442,san antonio de pale,-1.4014,5.6325,27.95,77,100,3.64,GQ,1712887726
443,bocanda,7.0626,-4.4995,23.96,93,78,1.76,CI,1712887727
444,haimen,23.1935,116.6142,23.94,68,13,1.85,CN,1712887486
445,hacilar,38.6463,35.4494,3.83,93,20,0.0,TR,1712887729
446,minot,48.2325,-101.2963,6.68,49,0,4.63,US,1712887492
447,brazil,39.5237,-87.125,11.88,84,100,3.75,US,1712887659
448,tubara,10.8744,-74.9789,26.53,80,4,6.1,CO,1712887732
449,kiruna,67.8557,20.2251,-7.49,93,22,2.06,SE,1712887733
450,omuo-ekiti,7.7583,5.7223,23.78,86,100,4.3,NG,1712887733
451,barrouallie,13.2333,-61.2667,25.16,79,14,4.99,VC,1712887735
452,perry,37.2506,-83.1999,14.1,95,100,6.35,US,1712887567
453,tallinn,59.437,24.7535,9.06,77,75,7.2,EE,1712887535
454,meulaboh,4.1363,96.1285,27.12,85,47,1.86,ID,1712887502
455,skidaway island,31.9349,-81.0471,23.06,72,7,7.6,US,1712887739
456,happy valley-goose bay,53.3168,-60.3315,2.75,80,81,4.13,CA,1712887623
457,kourou,5.1552,-52.6478,26.03,94,53,2.55,GF,1712887741
458,skhira,34.2992,10.07,14.28,74,100,9.64,TN,1712887742
459,mikumi,-7.4041,36.9831,21.73,99,96,1.11,TZ,1712887743
460,chinde,26.8418,88.0763,23.29,29,6,1.63,NP,1712887744
461,auchi,7.0667,6.2667,26.42,84,100,3.09,NG,1712887746
462,labrador city,52.9463,-66.9114,0.68,95,100,2.57,CA,1712887747
463,mezhdurechenskiy,59.6,65.9333,2.56,95,100,4.44,RU,1712887748
464,toamasina,-18.1667,49.3833,25.14,95,100,1.41,MG,1712887749
465,fale old settlement,-9.3852,-171.2468,30.16,71,41,4.11,TK,1712887750
466,vale da amoreira,39.0697,-7.6985,16.39,79,73,2.14,PT,1712887751
467,belmonte,-15.8631,-38.8828,25.6,85,10,2.04,BR,1712887752
468,port moresby,-9.4431,147.1797,29.2,69,75,6.19,PG,1712887754
469,illizi,26.4833,8.4667,17.17,45,0,5.74,DZ,1712887755
470,oranjemund,-28.55,16.4333,23.64,32,7,6.52,NA,1712887755
471,puerto santa,-8.9906,-78.6456,21.8,84,51,3.03,PE,1712887757
472,nacozari viejo,30.4,-109.65,20.2,16,80,3.18,MX,1712887758
473,lata,40.1629,-8.3327,14.95,81,87,1.7,PT,1712887759
474,bayevo,53.2833,80.7667,-1.75,52,6,3.85,RU,1712887760
475,rossleben,51.3,11.4333,9.93,84,70,1.69,DE,1712887761
476,tazacorte,28.629,-17.9293,24.54,19,75,3.6,ES,1712887762
477,elizabethton,36.3487,-82.2107,15.87,74,100,4.12,US,1712887763
478,langquaid,48.8167,12.05,10.11,87,29,0.39,DE,1712887763
479,nurlat,54.4277,50.8051,9.01,86,46,2.75,RU,1712887764
480,kuala tungkal,-0.8167,103.4667,24.44,95,100,1.75,ID,1712887765
481,lerwick,60.1545,-1.1494,9.0,88,100,10.2,GB,1712887766
482,khandyga,62.6667,135.6,0.32,96,100,4.39,RU,1712887767
483,puerto baquerizo moreno,-0.9,-89.6,25.3,88,64,3.73,EC,1712887768
484,bamako,12.65,-8.0,29.23,58,0,1.03,ML,1712887769
485,piggs peak,-25.9667,31.25,11.56,87,100,0.49,SZ,1712887770
486,cauquenes,-35.9671,-72.3225,9.56,83,50,1.41,CL,1712887771
487,sile,41.1754,29.6133,12.37,92,0,1.01,TR,1712887772
488,nguigmi,14.2495,13.1092,27.21,15,70,5.36,NE,1712887773
489,balcarce,-37.8462,-58.2552,8.23,84,100,1.81,AR,1712887774
490,tocina,37.6011,-5.7241,15.95,57,5,4.31,ES,1712887775
491,arteche,12.2645,125.4048,28.95,73,58,3.37,PH,1712887776
492,ocean shores,46.9737,-124.1563,10.53,93,100,1.34,US,1712887482
493,conception bay south,47.4999,-52.9981,2.08,82,7,4.49,CA,1712887777
494,northam,51.0333,-4.2167,10.22,95,100,6.55,GB,1712887778
495,galveston,29.3669,-94.9669,22.98,52,0,3.6,US,1712887779
496,ivins,37.1686,-113.6794,25.62,20,5,0.45,US,1712887780
497,sigli,5.3848,95.9609,28.66,73,30,0.89,ID,1712887782
498,tommot,58.9564,126.2925,-1.15,94,100,4.55,RU,1712887783
499,swift current,50.2834,-107.8014,8.05,33,100,3.57,CA,1712887784
500,aljezur,37.3191,-8.8033,15.31,76,17,3.62,PT,1712887785
501,tiquipaya,-17.3382,-66.2189,18.87,55,100,1.34,BO,1712887786
502,chiredzi,-21.05,31.6667,18.32,81,100,3.79,ZW,1712887786
503,mukalla,14.5425,49.1242,25.19,77,92,1.34,YE,1712887787
504,kavieng,-2.5744,150.7967,28.69,72,70,2.71,PG,1712887788
505,bubaque,11.2833,-15.8333,24.18,70,2,7.7,GW,1712887789
506,san gabriel,34.0961,-118.1058,27.79,44,0,4.63,US,1712887790
507,rio hato,8.3833,-80.1667,27.48,83,87,4.37,PA,1712887791
508,holmsund,63.706,20.3641,0.97,80,75,2.68,SE,1712887792
509,belaya kholunitsa,58.84,50.8528,4.58,89,100,3.97,RU,1712887793
510,yarovoye,52.9273,78.58,-1.14,56,6,1.43,RU,1712887521
511,chitipa,-9.7024,33.2697,18.41,98,100,1.82,MW,1712887794
512,zouerate,22.7187,-12.4521,27.5,11,0,3.71,MR,1712887795
513,esquina,-30.0144,-59.5272,18.63,74,100,3.83,AR,1712887796
514,natal,-5.795,-35.2094,27.12,89,20,2.06,BR,1712887310
515,ndele,8.4109,20.6473,28.83,18,86,2.03,CF,1712887799
516,nanjangud,12.1197,76.6828,24.98,72,14,3.15,IN,1712887801
517,chui,-33.6971,-53.4616,15.05,70,22,3.08,UY,1712887802
518,erenhot,43.6475,111.9767,16.72,30,1,6.39,CN,1712887803
519,gulf shores,30.246,-87.7008,17.81,85,0,0.0,US,1712887564
520,dogondoutchi,13.6393,4.0287,32.52,15,100,2.55,NE,1712887804
521,brookings,44.3114,-96.7984,7.27,71,0,7.2,US,1712887445
522,kone,-21.0595,164.8658,24.09,78,100,0.78,NC,1712887807
523,urengoy,65.9667,78.3667,-17.23,86,100,8.67,RU,1712887808
524,dieppe,49.75,1.1667,14.1,94,47,1.96,FR,1712887809
525,conde,-7.2597,-34.9075,25.7,94,20,0.0,BR,1712887810
526,cabedelo,-6.9811,-34.8339,26.37,82,95,3.63,BR,1712887811
527,ouarzazat,30.9189,-6.8934,18.52,14,11,1.91,MA,1712887812
528,tansen,27.8673,83.5467,21.95,16,2,1.21,NP,1712887813
529,veracruz,19.3333,-96.6667,19.04,66,0,0.64,MX,1712887397
530,santiago,-33.4569,-70.6483,20.33,51,40,2.57,CL,1712887020
531,parintins,-2.6283,-56.7358,25.0,96,99,0.19,BR,1712887666
532,villanueva de cordoba,38.3228,-4.6287,11.15,56,9,1.32,ES,1712887817
533,aldama,22.9167,-98.0667,24.16,51,0,2.34,MX,1712887819
534,puerto princesa,9.7392,118.7353,30.23,63,100,3.68,PH,1712887820
535,hun,29.1268,15.9477,17.99,28,99,6.77,LY,1712887821
536,coahuayana de hidalgo,18.7,-103.6583,20.82,91,7,0.51,MX,1712887822
537,island harbour,50.724,-1.2758,10.68,90,100,2.24,GB,1712887823
538,yelizovo,53.1873,158.3805,7.08,29,0,4.0,RU,1712887524
539,cotia,-23.6704,-46.9472,20.82,90,96,2.92,BR,1712887825
540,sao jose da coroa grande,-8.8978,-35.1478,26.55,85,7,2.15,BR,1712887826
541,benghazi,32.1167,20.0667,17.3,59,0,5.1,LY,1712887827
542,revda,56.801,59.9303,8.79,89,100,7.37,RU,1712887827
543,mar del plata,-38.0023,-57.5575,13.38,69,75,2.24,AR,1712887779
544,tsiombe,-25.3,45.4833,19.93,85,100,2.86,MG,1712887829
545,goundam,16.4145,-3.6708,30.37,11,100,7.27,ML,1712887830
546,machina,13.1364,10.0492,27.35,9,100,3.7,NG,1712887831
547,al jawf,29.5,38.75,17.36,39,0,2.35,SA,1712887832
548,alexandria,31.2156,29.9553,17.39,71,1,1.94,EG,1712887687
549,severo-yeniseyskiy,60.3725,93.0408,-12.46,87,100,1.79,RU,1712887834
550,bathsheba,13.2167,-59.5167,27.34,78,40,9.26,BB,1712887835
551,villazon,-22.0866,-65.5942,10.04,85,87,6.66,BO,1712887836
552,antofagasta,-23.65,-70.4,18.45,84,64,2.23,CL,1712887761
553,bengkulu,-3.8004,102.2655,25.78,91,100,1.42,ID,1712887838
554,singkawang,0.9,109.0,29.3,72,87,1.14,ID,1712887839
555,chamical,-30.36,-66.314,12.81,87,100,0.92,AR,1712887840
556,makamba,-4.1348,29.804,16.94,91,96,1.24,BI,1712887841
557,lagoa,39.05,-27.9833,15.41,88,3,3.03,PT,1712887842
558,keren,15.7778,38.4581,21.89,63,3,2.03,ER,1712887843
559,cienfuegos,22.1461,-80.4356,27.08,89,22,2.06,CU,1712887844
560,as sulayyil,20.4607,45.5779,27.14,41,0,3.38,SA,1712887845
561,anori,-3.7728,-61.6442,24.18,99,96,0.64,BR,1712887846
562,kupang,-10.1667,123.5833,30.32,79,75,2.57,ID,1712887847
563,nanzhang chengguanzhen,31.7839,111.8275,21.51,61,1,1.8,CN,1712887848
564,san carlos de bariloche,-41.1456,-71.3082,4.86,70,40,3.6,AR,1712887795
565,gandarbal,34.2333,74.7833,12.02,60,36,0.85,IN,1712887849
566,mombaca,-5.7431,-39.6275,22.52,98,66,0.96,BR,1712887678
567,barcelos,41.5388,-8.6151,19.08,78,67,2.42,PT,1712887851
568,muang phon-hong,18.4928,102.4172,31.93,54,5,0.18,LA,1712887852
569,elverum,60.8819,11.5623,1.44,94,100,0.74,NO,1712887853
570,nova olinda do norte,-3.8881,-59.0942,24.97,97,96,0.23,BR,1712887854
571,pionerskiy,54.9508,20.2275,12.86,98,100,8.74,RU,1712887855
572,paita,-5.0892,-81.1144,22.97,79,48,3.32,PE,1712887856
573,bodo,67.28,14.405,3.76,75,100,4.12,NO,1712887856
574,tongliao,43.6125,122.2653,21.39,39,53,9.28,CN,1712887857
575,nesebar,42.7833,27.7333,8.85,67,0,2.62,BG,1712887858
576,port augusta,-32.5,137.7667,19.84,47,80,3.01,AU,1712887859
577,manokwari,-0.8667,134.0833,29.54,66,85,3.23,ID,1712887860
578,lorengau,-2.0226,147.2712,28.52,75,97,1.93,PG,1712887862
579,laojunmiao,39.8333,97.7333,15.41,11,53,1.71,CN,1712887636
580,itapuranga,-15.5622,-49.9486,21.28,94,66,1.0,BR,1712887569
581,arjona,10.2544,-75.3439,27.59,68,7,3.05,CO,1712887867
582,markala,13.7021,-6.0659,34.65,27,99,1.12,ML,1712887759
583,springbok,-29.6643,17.8865,16.52,28,31,8.32,ZA,1712887869
584,sohar,24.3643,56.7468,28.5,49,82,2.43,OM,1712887870
585,naze,28.3667,129.4833,20.17,86,93,5.44,JP,1712887871
586,acarau,-2.8856,-40.12,25.83,89,100,2.57,BR,1712887871
587,banda aceh,5.5577,95.3222,29.52,68,17,3.85,ID,1712887872
588,hasaki,35.7333,140.8333,17.94,82,100,4.26,JP,1712887655
589,nili,33.7218,66.1302,6.67,91,100,2.86,AF,1712887874
590,sitangkai,4.6628,119.3928,28.08,75,86,2.77,PH,1712887875
591,okha,53.5739,142.9478,1.81,86,31,4.02,RU,1712887877
592,cambria,35.5641,-121.0808,23.41,92,28,1.34,US,1712887668
593,arica,-18.475,-70.3042,20.75,84,59,0.56,CL,1712887744
594,pratt,37.6439,-98.7376,13.12,26,0,1.54,US,1712887880
595,awjilah,29.1081,21.2869,17.93,30,0,2.99,LY,1712887881
596,lubumbashi,-11.6609,27.4794,18.25,98,100,1.72,CD,1712887882
597,yekaterinoslavka,50.3734,129.1139,13.27,65,100,7.03,RU,1712887883
598,smithers,54.7804,-127.1743,6.7,71,57,1.92,CA,1712887812
599,siuna,13.7332,-84.7773,25.43,75,18,1.72,NI,1712887884
